,tourney_year_id,tourney_order,tourney_type,tourney_name,tourney_id,tourney_slug,tourney_location,tourney_date,year,tourney_singles_draw,tourney_doubles_draw,tourney_conditions,tourney_surface,singles_winner_name,singles_winner_player_slug,singles_winner_player_id,doubles_winner_1_name,doubles_winner_1_player_slug,doubles_winner_1_player_id,doubles_winner_2_name,doubles_winner_2_player_slug,doubles_winner_2_player_id,tourney_fin_commit_USD,tourney_region,tourney_city,country_code,latitude,longitude
521,2016-7434,9,ATP 250,Sofia,7434,sofia,"Sofia, Bulgaria",2016-02-01,2016,28,16,Indoor,Hard,Roberto Bautista Agut,roberto-bautista-agut,bd06,Wesley Koolhof,wesley-koolhof,kc41,Matwe Middelkoop,matwe-middelkoop,mb88,553666.522,Europe,Sofia,BG,42.69751,23.32415
522,2016-407,10,ATP 500,Rotterdam,407,rotterdam,"Rotterdam, Netherlands",2016-02-08,2016,32,16,Indoor,Hard,Martin Klizan,martin-klizan,k966,Nicolas Mahut,nicolas-mahut,m873,Vasek Pospisil,vasek-pospisil,pd07,1834114.172,Europe,Rotterdam,NL,51.9225,4.47917
523,2016-496,14,ATP 250,Marseille,496,marseille,"Marseille, France",2016-02-15,2016,28,16,Indoor,Hard,Nick Kyrgios,nick-kyrgios,ke17,Mate Pavic,mate-pavic,pf00,Michael Venus,michael-venus,v576,708927.786,Europe,Marseille,FR,43.29695,5.38107
524,2016-360,22,ATP 250,Marrakech,360,marrakech,"Marrakech, Morocco",2016-04-04,2016,28,16,Outdoor,Clay,Federico Delbonis,federico-delbonis,d874,Guillermo Duran,guillermo-duran,d787,Maximo Gonzalez,maximo-gonzalez,g585,553666.522,Africa,Marrakesh,MA,31.63416,-7.99994
525,2016-410,23,Masters 1000,ATP Masters 1000 Monte Carlo,410,monte-carlo,"Monte Carlo, Monaco",2016-04-10,2016,56,24,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,4359010.023,Europe,Monte-Carlo,MC,43.73976,7.42732
526,2016-425,24,ATP 500,Barcelona,425,barcelona,"Barcelona, Spain",2016-04-18,2016,48,16,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,Bob Bryan,bob-bryan,b588,Mike Bryan,mike-bryan,b589,2585226.733,Europe,Barcelona,ES,41.38879,2.15899
527,2016-773,25,ATP 250,Bucharest,773,bucharest,"Bucharest, Romania",2016-04-18,2016,28,16,Outdoor,Clay,Fernando Verdasco,fernando-verdasco,v306,Florin Mergea,florin-mergea,mb27,Horia Tecau,horia-tecau,t749,553666.522,Europe,Bucharest,RO,44.43225,26.10626
528,2016-7290,26,ATP 250,Estoril,7290,estoril,"Estoril, Portugal",2016-04-25,2016,28,16,Outdoor,Clay,Nicolas Almagro,nicolas-almagro,a479,Eric Butorac,eric-butorac,bc35,Scott Lipsky,scott-lipsky,l580,553666.522,Europe,Estoril,PT,38.70571,-9.39773
529,2016-308,27,ATP 250,Munich,308,munich,"Munich, Germany",2016-04-25,2016,28,16,Outdoor,Clay,Philipp Kohlschreiber,philipp-kohlschreiber,k435,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,553666.522,Europe,Munich,DE,48.13743,11.57549
530,2016-7163,28,ATP 250,Istanbul,7163,istanbul,"Istanbul, Turkey",2016-04-25,2016,28,16,Outdoor,Clay,Diego Schwartzman,diego-schwartzman,sm37,Flavio Cipolla,flavio-cipolla,c723,Dudi Sela,dudi-sela,sc56,514286.968,Europe,Istanbul,TR,41.01384,28.94966
531,2016-1536,29,Masters 1000,ATP Masters 1000 Madrid,1536,madrid,"Madrid, Spain",2016-05-01,2016,56,24,Outdoor,Clay,Novak Djokovic,novak-djokovic,d643,Jean-Julien Rojer,jean-julien-rojer,r513,Horia Tecau,horia-tecau,t749,6089150.036,Europe,Madrid,ES,40.4165,-3.70256
532,2016-416,30,Masters 1000,ATP Masters 1000 Rome,416,rome,"Rome, Italy",2016-05-08,2016,56,24,Outdoor,Clay,Andy Murray,andy-murray,mc10,Bob Bryan,bob-bryan,b588,Mike Bryan,mike-bryan,b589,4578583.773,Europe,Rome,IT,41.89193,12.51133
533,2016-322,31,ATP 250,Geneva,322,geneva,"Geneva, Switzerland",2016-05-15,2016,28,16,Outdoor,Clay,Stan Wawrinka,stan-wawrinka,w367,Steve Johnson,steve-johnson,j386,Sam Querrey,sam-querrey,q927,592125.197,Europe,Genève,CH,46.20222,6.14569
534,2016-6120,32,ATP 250,Nice,6120,nice,"Nice, France",2016-05-15,2016,28,16,Outdoor,Clay,Dominic Thiem,dominic-thiem,tb69,Juan Sebastian Cabal,juan-sebastian-cabal,c834,Robert Farah,robert-farah,f525,553666.522,Europe,Nice,FR,43.70313,7.26608
535,2016-520,33,Grand Slam,Roland Garros,520,roland-garros,"Paris, France",2016-05-22,2016,128,64,Outdoor,Clay,Novak Djokovic,novak-djokovic,d643,Feliciano Lopez,feliciano-lopez,l397,Marc Lopez,marc-lopez,l480,17042915.25,Europe,Paris,FR,48.85341,2.3488
536,2016-321,34,ATP 250,Stuttgart,321,stuttgart,"Stuttgart, Germany",2016-06-06,2016,28,16,Outdoor,Grass,Dominic Thiem,dominic-thiem,tb69,Marcus Daniell,marcus-daniell,d763,Artem Sitak,artem-sitak,sd23,719291.667,Europe,Stuttgart,DE,48.78232,9.17702
537,2016-440,35,ATP 250,s-Hertogenbosch,440,s-hertogenbosch,"s-Hertogenbosch, Netherlands",2016-06-06,2016,28,16,Outdoor,Grass,Nicolas Mahut,nicolas-mahut,m873,Mate Pavic,mate-pavic,pf00,Michael Venus,michael-venus,v576,676707.667,Europe,'s-Hertogenbosch,NL,51.69917,5.30417
538,2016-311,36,ATP 500,London / Queen's Club,311,london,"London, Great Britain",2016-06-13,2016,32,16,Outdoor,Grass,Andy Murray,andy-murray,mc10,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,2053198.206,Europe,London,GB,51.50853,-0.12574
539,2016-500,37,ATP 500,Halle,500,halle,"Halle, Germany",2016-06-13,2016,32,16,Outdoor,Grass,Florian Mayer,florian-mayer,mb02,Raven Klaasen,raven-klaasen,k609,Rajeev Ram,rajeev-ram,r548,1944252.365,Europe,Halle,DE,52.06007,8.36083
540,2016-741,38,ATP 250,Nottingham,741,nottingham,"Nottingham, Great Britain",2016-06-19,2016,48,16,Outdoor,Grass,Steve Johnson,steve-johnson,j386,Dominic Inglot,dominic-inglot,i200,Daniel Nestor,daniel-nestor,n210,750335.403,Europe,Nottingham,GB,52.9536,-1.15047
541,2016-414,40,ATP 500,Hamburg,414,hamburg,"Hamburg, Germany",2016-07-11,2016,32,16,Outdoor,Clay,Martin Klizan,martin-klizan,k966,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,1612331.377,Europe,Hamburg,DE,53.57532,10.01534
542,2016-316,42,ATP 250,Bastad,316,bastad,"Bastad, Sweden",2016-07-11,2016,28,16,Outdoor,Clay,Albert Ramos-Vinolas,albert-ramos-vinolas,r772,Marcel Granollers,marcel-granollers,g710,David Marrero,david-marrero,m984,553666.522,Europe,Båstad,SE,56.42689,12.85339
543,2016-314,44,ATP 250,Gstaad,314,gstaad,"Gstaad, Switzerland",2016-07-18,2016,28,16,Outdoor,Clay,Feliciano Lopez,feliciano-lopez,l397,Julio Peralta,julio-peralta,p519,Horacio Zeballos,horacio-zeballos,z184,553666.522,Europe,Gstaad,CH,46.47215,7.28685
544,2016-319,45,ATP 250,Kitzbühel,319,kitzbuhel,"Kitzbuhel, Austria",2016-07-18,2016,28,16,Outdoor,Clay,Paolo Lorenzi,paolo-lorenzi,l503,Wesley Koolhof,wesley-koolhof,kc41,Matwe Middelkoop,matwe-middelkoop,mb88,553666.522,Europe,Kitzbühel,AT,47.44637,12.39215
545,2016-439,46,ATP 250,Umag,439,umag,"Umag, Croatia",2016-07-18,2016,28,16,Outdoor,Clay,Fabio Fognini,fabio-fognini,f510,Martin Klizan,martin-klizan,k966,David Marrero,david-marrero,m984,553666.522,Europe,Umag,HR,45.43139,13.52389
546,2016-341,55,ATP 250,Metz,341,metz,"Metz, France",2016-09-19,2016,28,16,Indoor,Hard,Lucas Pouille,lucas-pouille,pf39,Julio Peralta,julio-peralta,p519,Horacio Zeballos,horacio-zeballos,z184,553666.522,Europe,Metz,FR,49.11911,6.17269
547,2016-7485,62,ATP 250,Antwerp,7485,antwerp,"Antwerp, Belgium",2016-10-17,2016,28,16,Indoor,Hard,Richard Gasquet,richard-gasquet,g628,Daniel Nestor,daniel-nestor,n210,Edouard Roger-Vasselin,edouard-roger-vasselin,r613,676707.667,Europe,Antwerpen,BE,51.21989,4.40346
548,2016-429,63,ATP 250,Stockholm,429,stockholm,"Stockholm, Sweden",2016-10-17,2016,28,16,Indoor,Hard,Juan Martin del Potro,juan-martin-del-potro,d683,Elias Ymer,elias-ymer,y218,Mikael Ymer,mikael-ymer,y268,676707.667,Europe,Stockholm,SE,59.33258,18.0649
549,2016-337,64,ATP 500,Vienna,337,vienna,"Vienna, Austria",2016-10-24,2016,32,16,Indoor,Hard,Andy Murray,andy-murray,mc10,Lukasz Kubot,lukasz-kubot,k540,Marcelo Melo,marcelo-melo,m919,2626698.226,Europe,Vienna,AT,48.20849,16.37208
550,2016-328,65,ATP 500,Basel,328,basel,"Basel, Switzerland",2016-10-24,2016,32,16,Indoor,Hard,Marin Cilic,marin-cilic,c977,Marcel Granollers,marcel-granollers,g710,Jack Sock,jack-sock,sm25,2291003.231,Europe,Basel,CH,47.55839,7.57327
551,2016-352,66,Masters 1000,ATP Masters 1000 Paris,352,paris,"Paris, France",2016-10-31,2016,48,24,Indoor,Hard,Andy Murray,andy-murray,mc10,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,4578583.773,Europe,Paris,FR,48.85341,2.3488
552,2017-375,7,ATP 250,Montpellier,375,montpellier,"Montpellier, France",2017-02-06,2017,28,16,Indoor,Hard,Alexander Zverev,alexander-zverev,z355,Mischa Zverev,mischa-zverev,z168,Alexander Zverev,alexander-zverev,z355,575214.026,Europe,Montpellier,FR,43.61092,3.87723
553,2017-7434,9,ATP 250,Sofia,7434,sofia,"Sofia, Bulgaria",2017-02-06,2017,28,16,Indoor,Hard,Grigor Dimitrov,grigor-dimitrov,d875,Viktor Troicki,viktor-troicki,t840,Nenad Zimonjic,nenad-zimonjic,z072,575214.026,Europe,Sofia,BG,42.69751,23.32415
554,2017-407,10,ATP 500,Rotterdam,407,rotterdam,"Rotterdam, Netherlands",2017-02-13,2017,32,16,Indoor,Hard,Jo-Wilfried Tsonga,jo-wilfried-tsonga,t786,Ivan Dodig,ivan-dodig,d646,Marcel Granollers,marcel-granollers,g710,1974156.979,Europe,Rotterdam,NL,51.9225,4.47917
555,2017-496,14,ATP 250,Marseille,496,marseille,"Marseille, France",2017-02-20,2017,28,16,Indoor,Hard,Jo-Wilfried Tsonga,jo-wilfried-tsonga,t786,Julien Benneteau,julien-benneteau,b747,Nicolas Mahut,nicolas-mahut,m873,736543.51,Europe,Marseille,FR,43.29695,5.38107
556,2017-360,22,ATP 250,Marrakech,360,marrakech,"Marrakech, Morocco",2017-04-10,2017,28,16,Outdoor,Clay,Borna Coric,borna-coric,cg80,Dominic Inglot,dominic-inglot,i200,Mate Pavic,mate-pavic,pf00,575214.026,Africa,Marrakesh,MA,31.63416,-7.99994
557,2017-410,23,Masters 1000,ATP Masters 1000 Monte Carlo,410,monte-carlo,"Monte Carlo, Monaco",2017-04-16,2017,56,24,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,Rohan Bopanna,rohan-bopanna,b757,Pablo Cuevas,pablo-cuevas,c882,4928805.235,Europe,Monte-Carlo,MC,43.73976,7.42732
558,2017-425,24,ATP 500,Barcelona,425,barcelona,"Barcelona, Spain",2017-04-24,2017,48,16,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,Florin Mergea,florin-mergea,mb27,Aisam-Ul-Haq Qureshi,aisam-ul-haq-qureshi,q019,2772580.364,Europe,Barcelona,ES,41.38879,2.15899
559,2017-7648,25,ATP 250,Budapest,7648,budapest,"Budapest, Hungary",2017-04-24,2017,28,16,Outdoor,Clay,Lucas Pouille,lucas-pouille,pf39,Brian Baker,brian-baker,ba23,Nikola Mektic,nikola-mektic,mf09,575214.026,Europe,Budapest,HU,47.49801,19.03991
560,2017-7290,26,ATP 250,Estoril,7290,estoril,"Estoril, Portugal",2017-05-01,2017,28,16,Outdoor,Clay,Pablo Carreno Busta,pablo-carreno-busta,cd85,Ryan Harrison,ryan-harrison,h940,Michael Venus,michael-venus,v576,575214.026,Europe,Estoril,PT,38.70571,-9.39773
561,2017-308,27,ATP 250,Munich,308,munich,"Munich, Germany",2017-05-01,2017,28,16,Outdoor,Clay,Alexander Zverev,alexander-zverev,z355,Juan Sebastian Cabal,juan-sebastian-cabal,c834,Robert Farah,robert-farah,f525,575214.026,Europe,Munich,DE,48.13743,11.57549
562,2017-7163,28,ATP 250,Istanbul,7163,istanbul,"Istanbul, Turkey",2017-05-01,2017,28,16,Outdoor,Clay,Marin Cilic,marin-cilic,c977,Roman Jebavy,roman-jebavy,j321,Jiri Vesely,jiri-vesely,v708,529377.673,Europe,Istanbul,TR,41.01384,28.94966
563,2017-1536,29,Masters 1000,ATP Masters 1000 Madrid,1536,madrid,"Madrid, Spain",2017-05-07,2017,56,24,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,Lukasz Kubot,lukasz-kubot,k540,Marcelo Melo,marcelo-melo,m919,6822201.658,Europe,Madrid,ES,40.4165,-3.70256
564,2017-416,30,Masters 1000,ATP Masters 1000 Rome,416,rome,"Rome, Italy",2017-05-14,2017,56,24,Outdoor,Clay,Alexander Zverev,alexander-zverev,z355,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,5148378.985,Europe,Rome,IT,41.89193,12.51133
565,2017-322,31,ATP 250,Geneva,322,geneva,"Geneva, Switzerland",2017-05-21,2017,28,16,Outdoor,Clay,Stan Wawrinka,stan-wawrinka,w367,Jean-Julien Rojer,jean-julien-rojer,r513,Horia Tecau,horia-tecau,t749,575214.026,Europe,Genève,CH,46.20222,6.14569
566,2017-7694,32,ATP 250,Lyon,7694,lyon,"Lyon, France",2017-05-21,2017,28,16,Outdoor,Clay,Jo-Wilfried Tsonga,jo-wilfried-tsonga,t786,Andres Molteni,andres-molteni,me56,Adil Shamasdin,adil-shamasdin,sb92,575214.026,Europe,Lyon,FR,45.74846,4.84671
567,2017-520,33,Grand Slam,Roland Garros,520,roland-garros,"Paris, France",2017-05-28,2017,128,64,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,Ryan Harrison,ryan-harrison,h940,Michael Venus,michael-venus,v576,17874634.0,Europe,Paris,FR,48.85341,2.3488
568,2017-321,34,ATP 250,Stuttgart,321,stuttgart,"Stuttgart, Germany",2017-06-12,2017,28,16,Outdoor,Grass,Lucas Pouille,lucas-pouille,pf39,Jamie Murray,jamie-murray,mc81,Bruno Soares,bruno-soares,s938,747322.585,Europe,Stuttgart,DE,48.78232,9.17702
569,2017-440,35,ATP 250,s-Hertogenbosch,440,s-hertogenbosch,"s-Hertogenbosch, Netherlands",2017-06-12,2017,28,16,Outdoor,Grass,Gilles Muller,gilles-muller,ma30,Lukasz Kubot,lukasz-kubot,k540,Marcelo Melo,marcelo-melo,m919,703035.225,Europe,'s-Hertogenbosch,NL,51.69917,5.30417
570,2017-500,36,ATP 500,Halle,500,halle,"Halle, Germany",2017-06-19,2017,32,16,Outdoor,Grass,Roger Federer,roger-federer,f324,Lukasz Kubot,lukasz-kubot,k540,Marcelo Melo,marcelo-melo,m919,2093104.737,Europe,Halle,DE,52.06007,8.36083
571,2017-311,37,ATP 500,London / Queen's Club,311,london,"London, Great Britain",2017-06-19,2017,32,16,Outdoor,Grass,Feliciano Lopez,feliciano-lopez,l397,Jamie Murray,jamie-murray,mc81,Bruno Soares,bruno-soares,s938,2093104.737,Europe,London,GB,51.50853,-0.12574
572,2017-7650,38,ATP 250,Antalya,7650,antalya,"Antalya, Turkey",2017-06-25,2017,28,16,Outdoor,Grass,Yuichi Sugita,yuichi-sugita,se73,Robert Lindstedt,robert-lindstedt,l335,Aisam-Ul-Haq Qureshi,aisam-ul-haq-qureshi,q019,529377.673,Europe,Antalya,TR,36.90812,30.69556
573,2017-741,39,ATP 250,Eastbourne,741,eastbourne,"Eastbourne, Great Britain",2017-06-26,2017,28,16,Outdoor,Grass,Novak Djokovic,novak-djokovic,d643,Bob Bryan,bob-bryan,b588,Mike Bryan,mike-bryan,b589,738736.586,Europe,Eastbourne,GB,50.76871,0.28453
574,2017-316,42,ATP 250,Bastad,316,bastad,"Bastad, Sweden",2017-07-17,2017,28,16,Outdoor,Clay,David Ferrer,david-ferrer,f401,Julian Knowle,julian-knowle,k263,Philipp Petzschner,philipp-petzschner,p624,575214.026,Europe,Båstad,SE,56.42689,12.85339
575,2017-439,43,ATP 250,Umag,439,umag,"Umag, Croatia",2017-07-17,2017,28,16,Outdoor,Clay,Andrey Rublev,andrey-rublev,re44,Guillermo Duran,guillermo-duran,d787,Andres Molteni,andres-molteni,me56,575214.026,Europe,Umag,HR,45.43139,13.52389
576,2017-414,44,ATP 500,Hamburg,414,hamburg,"Hamburg, Germany",2017-07-24,2017,32,16,Outdoor,Clay,Leonardo Mayer,leonardo-mayer,md56,Ivan Dodig,ivan-dodig,d646,Mate Pavic,mate-pavic,pf00,1734632.625,Europe,Hamburg,DE,53.57532,10.01534
577,2017-314,46,ATP 250,Gstaad,314,gstaad,"Gstaad, Switzerland",2017-07-24,2017,28,16,Outdoor,Clay,Fabio Fognini,fabio-fognini,f510,Oliver Marach,oliver-marach,m760,Philipp Oswald,philipp-oswald,o305,575214.026,Europe,Gstaad,CH,46.47215,7.28685
578,2017-319,49,ATP 250,Kitzbühel,319,kitzbuhel,"Kitzbuhel, Austria",2017-07-31,2017,28,16,Outdoor,Clay,Philipp Kohlschreiber,philipp-kohlschreiber,k435,Pablo Cuevas,pablo-cuevas,c882,Guillermo Duran,guillermo-duran,d787,575214.026,Europe,Kitzbühel,AT,47.44637,12.39215
579,2017-341,55,ATP 250,Metz,341,metz,"Metz, France",2017-09-18,2017,28,16,Indoor,Hard,Peter Gojowczyk,peter-gojowczyk,g967,Julien Benneteau,julien-benneteau,b747,Edouard Roger-Vasselin,edouard-roger-vasselin,r613,575214.026,Europe,Metz,FR,49.11911,6.17269
580,2017-7485,63,ATP 250,Antwerp,7485,antwerp,"Antwerp, Belgium",2017-10-16,2017,28,16,Indoor,Hard,Jo-Wilfried Tsonga,jo-wilfried-tsonga,t786,Scott Lipsky,scott-lipsky,l580,Divij Sharan,divij-sharan,sd46,703035.225,Europe,Antwerpen,BE,51.21989,4.40346
581,2017-429,64,ATP 250,Stockholm,429,stockholm,"Stockholm, Sweden",2017-10-16,2017,28,16,Indoor,Hard,Juan Martin del Potro,juan-martin-del-potro,d683,Oliver Marach,oliver-marach,m760,Mate Pavic,mate-pavic,pf00,703035.225,Europe,Stockholm,SE,59.33258,18.0649
582,2017-337,65,ATP 500,Vienna,337,vienna,"Vienna, Austria",2017-10-23,2017,32,16,Indoor,Hard,Lucas Pouille,lucas-pouille,pf39,Rohan Bopanna,rohan-bopanna,b757,Pablo Cuevas,pablo-cuevas,c882,2791221.51,Europe,Vienna,AT,48.20849,16.37208
583,2017-328,66,ATP 500,Basel,328,basel,"Basel, Switzerland",2017-10-23,2017,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,Ivan Dodig,ivan-dodig,d646,Marcel Granollers,marcel-granollers,g710,2439914.156,Europe,Basel,CH,47.55839,7.57327
584,2017-352,67,Masters 1000,ATP Masters 1000 Paris,352,paris,"Paris, France",2017-10-30,2017,48,24,Indoor,Hard,Jack Sock,jack-sock,sm25,Lukasz Kubot,lukasz-kubot,k540,Marcelo Melo,marcelo-melo,m919,5148378.985,Europe,Paris,FR,48.85341,2.3488
585,2018-375,7,ATP 250,Montpellier,375,montpellier,"Montpellier, France",2018-02-05,2018,28,16,Indoor,Hard,Lucas Pouille,lucas-pouille,pf39,Ken Skupski,ken-skupski,sc40,Neal Skupski,neal-skupski,sl22,597607.887,Europe,Montpellier,FR,43.61092,3.87723
586,2018-7434,9,ATP 250,Sofia,7434,sofia,"Sofia, Bulgaria",2018-02-05,2018,28,16,Indoor,Hard,Mirza Basic,mirza-basic,be67,Robin Haase,robin-haase,h756,Matwe Middelkoop,matwe-middelkoop,mb88,597607.887,Europe,Sofia,BG,42.69751,23.32415
587,2018-407,10,ATP 500,Rotterdam,407,rotterdam,"Rotterdam, Netherlands",2018-02-12,2018,32,16,Indoor,Hard,Roger Federer,roger-federer,f324,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,2125202.427,Europe,Rotterdam,NL,51.9225,4.47917
588,2018-496,14,ATP 250,Marseille,496,marseille,"Marseille, France",2018-02-19,2018,28,16,Indoor,Hard,Karen Khachanov,karen-khachanov,ke29,Raven Klaasen,raven-klaasen,k609,Michael Venus,michael-venus,v576,765245.126,Europe,Marseille,FR,43.29695,5.38107
589,2018-360,22,ATP 250,Marrakech,360,marrakech,"Marrakech, Morocco",2018-04-09,2018,32,16,Outdoor,Clay,Pablo Andujar,pablo-andujar,a596,Nikola Mektic,nikola-mektic,mf09,Alexander Peya,alexander-peya,p467,597607.887,Africa,Marrakesh,MA,31.63416,-7.99994
590,2018-410,23,Masters 1000,ATP Masters 1000 Monte Carlo,410,monte-carlo,"Monte Carlo, Monaco",2018-04-15,2018,56,24,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,Bob Bryan,bob-bryan,b588,Mike Bryan,mike-bryan,b589,5577157.2809999995,Europe,Monte-Carlo,MC,43.73976,7.42732
591,2018-425,24,ATP 500,Barcelona,425,barcelona,"Barcelona, Spain",2018-04-23,2018,48,16,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,Feliciano Lopez,feliciano-lopez,l397,Marc Lopez,marc-lopez,l480,2974726.612,Europe,Barcelona,ES,41.38879,2.15899
592,2018-7648,25,ATP 250,Budapest,7648,budapest,"Budapest, Hungary",2018-04-23,2018,28,16,Outdoor,Clay,Marco Cecchinato,marco-cecchinato,cf01,Dominic Inglot,dominic-inglot,i200,Franko Skugor,franko-skugor,sf76,597607.887,Europe,Budapest,HU,47.49801,19.03991
593,2018-7290,26,ATP 250,Estoril,7290,estoril,"Estoril, Portugal",2018-04-30,2018,28,16,Outdoor,Clay,Joao Sousa,joao-sousa,sh90,Kyle Edmund,kyle-edmund,e831,Cameron Norrie,cameron-norrie,n771,597607.887,Europe,Estoril,PT,38.70571,-9.39773
594,2018-308,27,ATP 250,Munich,308,munich,"Munich, Germany",2018-04-30,2018,28,16,Outdoor,Clay,Alexander Zverev,alexander-zverev,z355,Ivan Dodig,ivan-dodig,d646,Rajeev Ram,rajeev-ram,r548,597607.887,Europe,Munich,DE,48.13743,11.57549
595,2018-7163,28,ATP 250,Istanbul,7163,istanbul,"Istanbul, Turkey",2018-04-30,2018,28,16,Outdoor,Clay,Taro Daniel,taro-daniel,da81,Dominic Inglot,dominic-inglot,i200,Robert Lindstedt,robert-lindstedt,l335,517549.967,Europe,Istanbul,TR,41.01384,28.94966
596,2018-1536,29,Masters 1000,ATP Masters 1000 Madrid,1536,madrid,"Madrid, Spain",2018-05-06,2018,56,24,Outdoor,Clay,Alexander Zverev,alexander-zverev,z355,Nikola Mektic,nikola-mektic,mf09,Alexander Peya,alexander-peya,p467,7655464.078,Europe,Madrid,ES,40.4165,-3.70256
597,2018-416,30,Masters 1000,ATP Masters 1000 Rome,416,rome,"Rome, Italy",2018-05-13,2018,56,24,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,Juan Sebastian Cabal,juan-sebastian-cabal,c834,Robert Farah,robert-farah,f525,5796731.0309999995,Europe,Rome,IT,41.89193,12.51133
598,2018-7694,31,ATP 250,Lyon,7694,lyon,"Lyon, France",2018-05-20,2018,28,16,Outdoor,Clay,Dominic Thiem,dominic-thiem,tb69,Nick Kyrgios,nick-kyrgios,ke17,Jack Sock,jack-sock,sm25,597607.887,Europe,Lyon,FR,45.74846,4.84671
599,2018-322,32,ATP 250,Geneva,322,geneva,"Geneva, Switzerland",2018-05-21,2018,28,16,Outdoor,Clay,Marton Fucsovics,marton-fucsovics,f724,Oliver Marach,oliver-marach,m760,Mate Pavic,mate-pavic,pf00,597607.887,Europe,Genève,CH,46.20222,6.14569
600,2018-520,33,Grand Slam,Roland Garros,520,roland-garros,"Paris, France",2018-05-27,2018,128,64,Outdoor,Clay,Rafael Nadal,rafael-nadal,n409,Pierre-Hugues Herbert,pierre-hugues-herbert,h996,Nicolas Mahut,nicolas-mahut,m873,19409787.2,Europe,Paris,FR,48.85341,2.3488
601,2018-321,34,ATP 250,Stuttgart,321,stuttgart,"Stuttgart, Germany",2018-06-11,2018,28,16,Outdoor,Grass,Roger Federer,roger-federer,f324,Philipp Petzschner,philipp-petzschner,p624,Tim Puetz,tim-puetz,pc68,776455.364,Europe,Stuttgart,DE,48.78232,9.17702
602,2018-440,35,ATP 250,s-Hertogenbosch,440,s-hertogenbosch,"s-Hertogenbosch, Netherlands",2018-06-11,2018,28,16,Outdoor,Grass,Richard Gasquet,richard-gasquet,g628,Dominic Inglot,dominic-inglot,i200,Franko Skugor,franko-skugor,sf76,730400.768,Europe,'s-Hertogenbosch,NL,51.69917,5.30417
603,2018-500,36,ATP 500,Halle,500,halle,"Halle, Germany",2018-06-18,2018,32,16,Outdoor,Grass,Borna Coric,borna-coric,cg80,Lukasz Kubot,lukasz-kubot,k540,Marcelo Melo,marcelo-melo,m919,2253667.709,Europe,Halle,DE,52.06007,8.36083
604,2018-311,37,ATP 500,London / Queen's Club,311,london,"London, Great Britain",2018-06-18,2018,32,16,Outdoor,Grass,Marin Cilic,marin-cilic,c977,Henri Kontinen,henri-kontinen,ka80,John Peers,john-peers,pc96,2253667.709,Europe,London,GB,51.50853,-0.12574
605,2018-7650,38,ATP 250,Antalya,7650,antalya,"Antalya, Turkey",2018-06-24,2018,28,16,Outdoor,Grass,Damir Dzumhur,damir-dzumhur,d923,Marcelo Demoliner,marcelo-demoliner,d833,Santiago Gonzalez,santiago-gonzalez,g551,517549.967,Europe,Antalya,TR,36.90812,30.69556
606,2018-741,39,ATP 250,Eastbourne,741,eastbourne,"Eastbourne, Great Britain",2018-06-25,2018,28,16,Outdoor,Grass,Mischa Zverev,mischa-zverev,z168,Luke Bambridge,luke-bambridge,bk05,Jonny O'Mara,jonny-o'mara,o474,767667.091,Europe,Eastbourne,GB,50.76871,0.28453
607,2018-316,42,ATP 250,Bastad,316,bastad,"Bastad, Sweden",2018-07-16,2018,28,16,Outdoor,Clay,Fabio Fognini,fabio-fognini,f510,Julio Peralta,julio-peralta,p519,Horacio Zeballos,horacio-zeballos,z184,597607.887,Europe,Båstad,SE,56.42689,12.85339
608,2018-439,43,ATP 250,Umag,439,umag,"Umag, Croatia",2018-07-16,2018,28,16,Outdoor,Clay,Marco Cecchinato,marco-cecchinato,cf01,Robin Haase,robin-haase,h756,Matwe Middelkoop,matwe-middelkoop,mb88,597607.887,Europe,Umag,HR,45.43139,13.52389
609,2018-414,44,ATP 500,Hamburg,414,hamburg,"Hamburg, Germany",2018-07-23,2018,32,16,Outdoor,Clay,Nikoloz Basilashvili,nikoloz-basilashvili,bg23,Julio Peralta,julio-peralta,p519,Horacio Zeballos,horacio-zeballos,z184,1866515.273,Europe,Hamburg,DE,53.57532,10.01534
